protein,PDB ID,SMILES,Affinity Type,Affinity,pAffinity
Dopamine RECEPTOR D4,8IRU,FC(F)(F)Oc1cccc(CO[C@H]2CCCN(Cc3cn4ccccc4n3)C2)c1,Ki,646,6.189767482
Dopamine RECEPTOR D4,8IRU,FC(F)(F)Oc1cccc(CO[C@H]2CCCN(Cc3cn4ccccc4n3)C2)c1,Ki,646,6.189767482
Dopamine RECEPTOR D4,8IRU,CCCN(CCC)C1CCC(=CC1)C#C[Si](C)(C)C,Ki,640,6.193820026
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(OC1CC2CCC(C1)N2Cc1ccccc1)c1ccc(F)cc1,Ki,640,6.193820026
Dopamine RECEPTOR D4,8IRU,COc1cc2[C@H]([C@@H](Cc2cc1F)N(C)CC=C)c1ccccc1,Ki,640,6.193820026
Dopamine RECEPTOR D4,8IRU,CN(CC=C)[C@@H]1Cc2cc(O)c(F)cc2[C@H]1c1ccccc1,Ki,640,6.193820026
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,Ki,640,6.193820026
Dopamine RECEPTOR D4,8IRU,Cn1cnc2cc(CN3CCC(CC3)OCc3cccc(c3)C(F)(F)F)ccc12,Ki,640,6.193820026
Dopamine RECEPTOR D4,8IRU,Cn1cnc2cc(CN3CCC(CC3)OCc3cccc(c3)C(F)(F)F)ccc12,Ki,640,6.193820026
Dopamine RECEPTOR D4,8IRU,CCCN(CCC)C1CCc2c(C1)cccc2OC,Ki,634,6.197910742
Dopamine RECEPTOR D4,8IRU,OC1(CCN(Cc2c[nH]c3ncccc23)CC1)c1ccc(I)cc1,Ki,634,6.197910742
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,Ki,634,6.197910742
Dopamine RECEPTOR D4,8IRU,Cn1c(CN2CCN(CC2)c2ncc(cc2Cl)C(F)(F)F)nc2ccccc12,Ki,631,6.199970641
Dopamine RECEPTOR D4,8IRU,Cn1c(CN2CCN(CC2)c2ccccc2C(F)(F)F)nc2ccccc12,Ki,631,6.199970641
Dopamine RECEPTOR D4,8IRU,CC(C)CC1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,622,6.206209615
Dopamine RECEPTOR D4,8IRU,CCCN[C@@H]1CCc2c(OS(=O)(=O)C(F)(F)F)cccc2[C@@H]1C,Ki,621,6.2069084
Dopamine RECEPTOR D4,8IRU,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,Ki,620,6.207608311
Dopamine RECEPTOR D4,8IRU,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,Ki,620,6.207608311
Dopamine RECEPTOR D4,8IRU,OC1(CCN(Cc2c[nH]c3ncccc23)CC1)c1ccc(Br)cc1,Ki,620,6.207608311
Dopamine RECEPTOR D4,8IRU,COc1c(cc(Br)c2ccccc12)C(=O)NCC[C@@H]1CCN(Cc2ccccc2)C1,Ki,610,6.214670165
Dopamine RECEPTOR D4,8IRU,COc1c(cc(Br)c2ccccc12)C(=O)NCC[C@@H]1CCN(Cc2ccccc2)C1,Ki,610,6.214670165
Dopamine RECEPTOR D4,8IRU,COc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(O)c1,Ki,609,6.215382707
Dopamine RECEPTOR D4,8IRU,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc([C@@H]2C1)c34,Ki,608,6.216096421
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(CCCCNC(=O)c3ccnc4ccccc34)CC2)c1Cl,Ki,604,6.218963061
Dopamine RECEPTOR D4,8IRU,COc1ccc(Cl)cc1[C@H]1C[C@@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1,Ki,604,6.218963061
Dopamine RECEPTOR D4,8IRU,C(CCc1cc(\C=C\c2ccccc2)no1)CN1CCN(CC1)C(c1ccccc1)c1ccccc1,Ki,603,6.219682688
Dopamine RECEPTOR D4,8IRU,CNC1CCc2c(C1)cccc2OC,Ki,603,6.219682688
Dopamine RECEPTOR D4,8IRU,COc1ccc(Cl)cc1[C@H]1C[C@@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1,Ki,603,6.219682688
Dopamine RECEPTOR D4,8IRU,COc1ccc(Br)cc1-c1nc(CN2CCN(CC2)c2ccccc2)cs1,Ki,590,6.229147988
Dopamine RECEPTOR D4,8IRU,C(N1CCN(Cc2ccccc2)CC1)c1csc(n1)-c1ccccc1,Ki,590,6.229147988
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCn2cc(nn2)-c2ccc-3c(Cc4ccccc-34)c2)CC1,Ki,588,6.230622674
Dopamine RECEPTOR D4,8IRU,Clc1ccc(cc1)N1CCC2CCC(C1)N2Cc1c[nH]c2ncccc12,Ki,584,6.233587153
Dopamine RECEPTOR D4,8IRU,OCC(CN1C(=O)c2ccccc2C1=O)N1CCC(CC1)c1noc2cc(F)ccc12,Ki,583,6.234331445
Dopamine RECEPTOR D4,8IRU,CCCCN1C2CCC1CC(C2)OC(c1ccc(F)cc1)c1ccc(F)cc1,Ki,583,6.234331445
Dopamine RECEPTOR D4,8IRU,Oc1ccc(Br)cc1-c1nc(CN2CCN(CC2)c2ccccc2)co1,Ki,580,6.236572006
Dopamine RECEPTOR D4,8IRU,Fc1cc(COC2CCN(Cc3ccc4[nH]ncc4c3)CC2)ccc1Cl,Ki,580,6.236572006
Dopamine RECEPTOR D4,8IRU,Fc1cc(COC2CCN(Cc3ccc4[nH]ncc4c3)CC2)ccc1Cl,Ki,580,6.236572006
Dopamine RECEPTOR D4,8IRU,Nc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,Ki,577,6.238824187
Dopamine RECEPTOR D4,8IRU,C(CN1CCC(=CC1)c1ccccc1)C#Cc1ccncc1,Ki,575,6.240332155
Dopamine RECEPTOR D4,8IRU,Cl.CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1cc(Cl)ccc1OC,Ki,575,6.240332155
Dopamine RECEPTOR D4,8IRU,Cl.CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccn1)C[C@@H]1C[C@H]1c1cc(F)ccc1OC,Ki,575,6.240332155
Dopamine RECEPTOR D4,8IRU,Nc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,Ki,575,6.240332155
Dopamine RECEPTOR D4,8IRU,CC1CCN(Cc2c[nH]c3ccccc23)CC1,Ki,570,6.244125144
Dopamine RECEPTOR D4,8IRU,C(CN1CCC(=CC1)c1ccccc1)C#Cc1ccncc1,Ki,570,6.244125144
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(OC(=O)CCCCCCCCCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,570,6.244125144
Dopamine RECEPTOR D4,8IRU,CC1CCN(Cc2c[nH]c3ccccc23)CC1,Ki,570,6.244125144
Dopamine RECEPTOR D4,8IRU,COc1ccc2[nH]cc(CN3CCC(O)(CC3)c3ccc(SC)cc3)c2c1,Ki,567,6.246416941
Dopamine RECEPTOR D4,8IRU,OC(=O)C(O)=O.COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(OCCOCCOCCF)ccc3[nH]2)CC1,Ki,565,6.247951552
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)c1ccc(O)c2[nH]c(=O)ccc12,Ki,560,6.251811973
Dopamine RECEPTOR D4,8IRU,COc1ccc(cc1)C(=O)NCCCCN1CCc2cc(OC)c(O)cc2C1,Ki,560,6.251811973
Dopamine RECEPTOR D4,8IRU,CN(CCCCN1CCN(CC1)c1ncccn1)C1=Nc2ccccc2OC1,Ki,558,6.253365801
Dopamine RECEPTOR D4,8IRU,Cc1csc(OC[C@@H]2CN(Cc3ccc4n(C)ncc4c3)CCO2)n1,Ki,557,6.254144805
Dopamine RECEPTOR D4,8IRU,CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c1ccccc1,Ki,554,6.256490235
Dopamine RECEPTOR D4,8IRU,Cl.CCN(CCCCNC(=O)c1ccc2ccccc2c1)CC1CC1c1cc(Cl)ccc1OC,Ki,553,6.257274869
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4cc(I)ccc4s3)CC2)c1Cl,Ki,550,6.259637311
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccc(cc3)-c3ccccn3)CC2)c1Cl,Ki,550,6.259637311
Dopamine RECEPTOR D4,8IRU,CCCN(CCC)[C@@H]1Cc2cc(OC)c(F)cc2[C@H]1c1ccccc1,Ki,550,6.259637311
Dopamine RECEPTOR D4,8IRU,O=C(N(CCN1CCN(CC1)c1ccccc1)c1ccccn1)c1cccc2ccccc12,Ki,550,6.259637311
Dopamine RECEPTOR D4,8IRU,Cc1cccc2cc(CNCc3ccccc3)c(Cl)nc12,Ki,550,6.259637311
Dopamine RECEPTOR D4,8IRU,CC(C)C1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,549,6.260427656
Dopamine RECEPTOR D4,8IRU,CCCN1CCCC(C1)c1cccc(O)c1,Ki,546,6.262807357
Dopamine RECEPTOR D4,8IRU,COc1ccc2Cc3ccccc3CCN(C)CCOc2c1,Ki,546,6.262807357
Dopamine RECEPTOR D4,8IRU,COc1c(OCCF)cccc1C(O)C1CCN(CCc2ccc(F)cc2)CC1,Ki,544,6.2644011
Dopamine RECEPTOR D4,8IRU,C(CCc1cc(no1)-c1ccccc1)CN1CCN(CC1)c1ccccc1,Ki,541,6.266802735
Dopamine RECEPTOR D4,8IRU,CN1C2CCC1CC(C2)OC1c2ccccc2Cc2ccccc12,Ki,541,6.266802735
Dopamine RECEPTOR D4,8IRU,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,Ki,540,6.26760624
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=c2ccccc2=Nc2ccc(Cl)cc2N1,Ki,533,6.273272791
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(CCCCCNC(=O)c3cccc4C(=O)c5ccccc5-c34)CC2)c1Cl,Ki,530,6.27572413
Dopamine RECEPTOR D4,8IRU,CCc1cccc(N2CCN(CCCCCNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,Ki,529,6.276544328
Dopamine RECEPTOR D4,8IRU,Oc1ccc2CC[C@H](CN3CCc4ccccc4C3)Oc2c1,Ki,529,6.276544328
Dopamine RECEPTOR D4,8IRU,CCc1cccc(N2CCN(CCCCNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,Ki,529,6.276544328
Dopamine RECEPTOR D4,8IRU,Cc1cccc(NC(=O)CCN2CCN(CC2)c2ncccn2)c1,Ki,526,6.279014256
Dopamine RECEPTOR D4,8IRU,Clc1ccc(CN2CCN(CCN3C(=O)COc4ccccc34)CC2)cc1,Ki,522,6.282329497
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(OC(=O)CCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,520,6.283996656
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(C\C=C\CNC(=O)c3ccc(cc3)-c3cccnc3)CC2)c1Cl,Ki,520,6.283996656
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(=O)CCCN1CC2CC1CN2c1ccc(Cl)cc1,Ki,520,6.283996656
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(=O)CCCN1CC2CC1N(C2)c1ccc(Cl)cc1,Ki,513,6.289882635
Dopamine RECEPTOR D4,8IRU,Cl.OC1(CC2CCC(C1)N2CCCCC(=O)c1nc2ccccc2s1)c1ccc(Cl)cc1,Ki,513,6.289882635
Dopamine RECEPTOR D4,8IRU,COc1ccc(Br)cc1-c1nc(CNC2CCN(Cc3ccccc3)C2)co1,Ki,510,6.292429824
Dopamine RECEPTOR D4,8IRU,CN1CCC(CC1)NC1=Nc2cccnc2Nc2ccc(C)cc12,Ki,510,6.292429824
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(CCCCc3cn(nn3)-c3ccc4[nH]ccc4c3)CC2)c1Cl,Ki,510,6.292429824
Dopamine RECEPTOR D4,8IRU,Cl.CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)CC1CC1c1ccc(Cl)cc1,Ki,510,6.292429824
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,Ki,510,6.292429824
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,Ki,510,6.292429824
Dopamine RECEPTOR D4,8IRU,Cl.OC1(CC2CCC(C1)N2CCCCC(=O)c1nc2ccccc2s1)c1ccc(Cl)cc1,Ki,508,6.294136288
Dopamine RECEPTOR D4,8IRU,Cn1cc2CCCc3ccccc3-c2n1,Ki,507,6.294992041
Dopamine RECEPTOR D4,8IRU,CCOc1ccccc1N1CCN(CCC[C@@H]2CC(=NO2)c2ccc(OC)c(OC)c2)CC1,Ki,507,6.294992041
Dopamine RECEPTOR D4,8IRU,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,Ki,507,6.294992041
Dopamine RECEPTOR D4,8IRU,Cc1cccc(n1)C1CCN(CCNC(=O)C2CCCOC2)CC1,Ki,505,6.296708622
Dopamine RECEPTOR D4,8IRU,CCc1cccc(N2CCN(C\C=C\CCNC(=O)C3N=CC(C)=N3)CC2)c1Cl,Ki,503,6.298432015
Dopamine RECEPTOR D4,8IRU,CCc1cccc(N2CCN(C\C=C\CNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,Ki,503,6.298432015
Dopamine RECEPTOR D4,8IRU,CCc1cccc(N2CCN(CCCCNCCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)c1Cl,Ki,503,6.298432015
Dopamine RECEPTOR D4,8IRU,Cl.CCOc1ccc(F)cc1C1CC1CNCCCSc1nnc(-c2ccccc2)n1C,Ki,501,6.300162274
Dopamine RECEPTOR D4,8IRU,O=C1CCc2cc(OCCCN3CCN(CC3)c3ccccn3)ccc2N1,Ki,501,6.300162274
Dopamine RECEPTOR D4,8IRU,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,Ki,501,6.300162274
Dopamine RECEPTOR D4,8IRU,OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2ccccc12,Ki,500,6.301029996
Dopamine RECEPTOR D4,8IRU,CCc1c[nH]c(n1)C(=O)NCCCCCN1CCN(CC1)c1cccc(CC)c1Cl,Ki,500,6.301029996
Dopamine RECEPTOR D4,8IRU,Oc1ccc2NCCc2c1,Ki,500,6.301029996
Dopamine RECEPTOR D4,8IRU,COc1c(cc(C#Cc2ccccc2)c2ccccc12)C(=O)N[C@@H]1CCN(Cc2ccccc2)C1,Ki,500,6.301029996
Dopamine RECEPTOR D4,8IRU,CS(=O)(=O)Nc1cccc(OCCNCc2ccccc2)c1,Ki,500,6.301029996
Dopamine RECEPTOR D4,8IRU,COc1c(cc(C#Cc2ccccc2)c2ccccc12)C(=O)N[C@@H]1CCN(Cc2ccccc2)C1,Ki,500,6.301029996
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)N1CCN(Cc2cn3ccncc3n2)CC1,Ki,500,6.301029996
Dopamine RECEPTOR D4,8IRU,CCc1c[nH]c(n1)C(=O)NCCCCN1CCN(CC1)c1cccc(CC)c1Cl,Ki,500,6.301029996
Dopamine RECEPTOR D4,8IRU,Clc1ccc(c(Cl)c1)-n1cc(CNC[C@@H]2CCCOC2)nn1,Ki,500,6.301029996
Dopamine RECEPTOR D4,8IRU,O=C1CCc2cc(OCCCN3CCN(CC3)c3ccccn3)ccc2N1,Ki,496,6.304518324
Dopamine RECEPTOR D4,8IRU,OC1(CCN(Cc2ccn(c2)-c2ccccc2)CC1)c1cccc(c1)C(F)(F)F,Ki,492,6.308034897
Dopamine RECEPTOR D4,8IRU,CN1CN(c2ccccc2)C2(CCN(Cc3coc4ccccc34)CC2)C1=O,Ki,492,6.308034897
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(OC(=O)CCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,490,6.30980392
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(OC(=O)CCCCCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,490,6.30980392
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCc2cn(nn2)-c2ccccc2)CC1,Ki,486,6.313363731
Dopamine RECEPTOR D4,8IRU,COc1ccc2C[C@@H]3N(CCc4cc5OCOc5cc34)Cc2c1OC,Ki,486,6.313363731
Dopamine RECEPTOR D4,8IRU,CCCNC1CCc2c(C1)cccc2OC,Ki,485,6.314258261
Dopamine RECEPTOR D4,8IRU,COc1ccc(cc1OC)C1=NO[C@@H](CCCN2CCN(CC2)C(c2ccc(F)cc2)c2ccc(F)cc2)C1,Ki,483,6.316052869
Dopamine RECEPTOR D4,8IRU,CN1CCc2cccc-3c2C1Cc1ccc2nc(N)sc2c-31,Ki,481,6.317854924
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCn2cc(nn2)-c2ccccc2)CC1,Ki,480,6.318758763
Dopamine RECEPTOR D4,8IRU,CCCN(C)[C@@H]1Cc2cc(F)c(OC)cc2[C@H]1c1ccccc1,Ki,480,6.318758763
Dopamine RECEPTOR D4,8IRU,Cc1nc(CN2CCC(CC2)OCc2ccc(F)c(F)c2)c2ccccn12,Ki,478,6.320572103
Dopamine RECEPTOR D4,8IRU,Cc1nc(CN2CCC(CC2)OCc2ccc(F)c(F)c2)c2ccccn12,Ki,478,6.320572103
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3[nH]2)CC1,Ki,476,6.322393047
Dopamine RECEPTOR D4,8IRU,O=C(CCCN1CCN(CC1)c1ccccn1)c1ccc2NC(=O)CCc2c1,Ki,471,6.326979093
Dopamine RECEPTOR D4,8IRU,O=C(CCCN1CCN(CC1)c1ccccn1)c1ccc2NC(=O)CCc2c1,Ki,471,6.326979093
Dopamine RECEPTOR D4,8IRU,Cc1cc([nH]n1)C1CCN(Cc2ccccc2)CC1,Ki,470,6.327902142
Dopamine RECEPTOR D4,8IRU,CN(C)CCC(C(=O)NCCCCN1CCN(CC1)c1cccc(Cl)c1Cl)(c1ccccc1)c1ccccc1,Ki,466,6.331614083
Dopamine RECEPTOR D4,8IRU,Cc1ccccc1N1CCN(CCCCc2cc(no2)-c2cccs2)CC1,Ki,465,6.332547047
Dopamine RECEPTOR D4,8IRU,Cc1cccc2N(CCc12)C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,462,6.335358024
Dopamine RECEPTOR D4,8IRU,Cc1nnc2CCCc3c(C)sc(C)c3-n12,Ki,462,6.335358024
Dopamine RECEPTOR D4,8IRU,O=C1C[C@H](CN2CCN(CC2)c2ccccc2)NC(=N1)c1ccccc1,Ki,460,6.337242168
Dopamine RECEPTOR D4,8IRU,COc1ccc(cc1)N(CCCCN1CCC(O)(CC1)c1ccc(Cl)c(c1)C(F)(F)F)c1ccc(OC)cc1,Ki,459,6.338187314
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CC(O)CCNC(=O)c2cc3cc(I)ccc3[nH]2)CC1,Ki,455,6.341988603
Dopamine RECEPTOR D4,8IRU,C(N1CCN(CC1)c1ccccc1)c1csc(n1)-c1ccccc1,Ki,450,6.346787486
Dopamine RECEPTOR D4,8IRU,OC1(CCN(Cc2c[nH]c3ccccc23)CC1)c1ccc(Cl)cc1,Ki,449,6.347753659
Dopamine RECEPTOR D4,8IRU,Fc1ccc(CO[C@H]2CCCN(Cc3ncn4ccccc34)C2)cc1F,Ki,447,6.349692477
Dopamine RECEPTOR D4,8IRU,OC(=O)C(O)=O.COc1ccccc1N1CCN(CCCCNC(=O)c2cc3cc(O)ccc3[nH]2)CC1,Ki,444,6.35261703
Dopamine RECEPTOR D4,8IRU,COc1c(OCCF)cccc1[C@H](O)C1CCN(CCc2ccc(F)cc2)CC1,Ki,442,6.354577731
Dopamine RECEPTOR D4,8IRU,Cc1c(Cl)cccc1NC(=O)CN1CCC(CC1)OCc1ccc(Cl)c(F)c1,Ki,441,6.355561411
Dopamine RECEPTOR D4,8IRU,Cc1c(Cl)cccc1NC(=O)CN1CCC(CC1)OCc1ccc(Cl)c(F)c1,Ki,441,6.355561411
Dopamine RECEPTOR D4,8IRU,C[C@@H]1OC(=N[C@H]1CN1CCN(CC1)c1ccccc1)c1ccccc1,Ki,440,6.356547324
Dopamine RECEPTOR D4,8IRU,C[C@@H]1OC(=N[C@H]1CN1CCN(CC1)c1ccccc1)c1ccccc1,Ki,440,6.356547324
Dopamine RECEPTOR D4,8IRU,Oc1ccc(N2CCNCC2)c2OCC(=O)Nc12,Ki,440,6.356547324
Dopamine RECEPTOR D4,8IRU,Cl.OC1(CC2CCC(C1)N2CCCCc1nc2ccccc2s1)c1ccc(Cl)cc1,Ki,437,6.359518563
Dopamine RECEPTOR D4,8IRU,Cl.OC1(CC2CCC(C1)N2CCCCc1nc2ccccc2s1)c1ccc(Cl)cc1,Ki,432,6.364516253
Dopamine RECEPTOR D4,8IRU,COc1cc(I)ccc1OCC1CN(Cc2ccccc2)CCO1,Ki,430,6.366531544
Dopamine RECEPTOR D4,8IRU,Clc1ccc(CN2CCN(CC(=O)N3CCOc4ccccc34)CC2)cc1,Ki,429,6.367542708
Dopamine RECEPTOR D4,8IRU,COc1ccc(cc1OC)C1=NO[C@H](CCCN2CCN(CC2)C(c2ccc(F)cc2)c2ccc(F)cc2)C1,Ki,426,6.370590401
Dopamine RECEPTOR D4,8IRU,OC(CCNCCC(C#N)(c1ccccc1)c1ccccc1)CN1CCN(CC1)c1cccc(Cl)c1Cl,Ki,426,6.370590401
Dopamine RECEPTOR D4,8IRU,Fc1ccc(OC[C@@H]2CN(Cc3ccc4[nH]cnc4c3)CCO2)cc1F,Ki,426,6.370590401
Dopamine RECEPTOR D4,8IRU,Cc1ccc(C)c2-c3n[nH]cc3CCCc12,Ki,425,6.37161107
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCn2cc(nn2)-c2ccc(cc2)-c2ccccc2)CC1,Ki,425,6.37161107
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc-3c(Cc4ccccc-34)c2)CC1,Ki,425,6.37161107
Dopamine RECEPTOR D4,8IRU,FC(F)(F)c1cccc(n1)C1CCN(CCNC(=O)C2CCOC2)CC1,Ki,423,6.373659633
Dopamine RECEPTOR D4,8IRU,CN1CCCc2ccccc2Cc2ccc(O)cc2CCC1,Ki,422,6.374687549
Dopamine RECEPTOR D4,8IRU,Oc1cccc(c1)C(CCNCCCCN1CCN(CC1)c1ccccc1)c1cccc(O)c1,Ki,422,6.374687549
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2ccccc2Nc2ccccc12,Ki,420,6.37675071
Dopamine RECEPTOR D4,8IRU,COc1ccc2c3CCN(Cc3c(=O)oc2c1)C(=O)c1ccccc1,Ki,420,6.37675071
Dopamine RECEPTOR D4,8IRU,Cc1ccc(cc1)C(=O)C1CCN(CC(=O)NC2CCCC2)CC1,Ki,420,6.37675071
Dopamine RECEPTOR D4,8IRU,CCc1cccc(N2CCN(CC[C@H]3CC[C@@H](CC3)NC(=O)c3ccnc4ccccc34)CC2)c1Cl,Ki,417,6.379863945
Dopamine RECEPTOR D4,8IRU,COc1cccc2C(CCCN3CCN(CC3)c3ccc(Cl)cc3)CCCc12,Ki,416,6.380906669
Dopamine RECEPTOR D4,8IRU,COc1ccc(cc1OC)-c1cc(CCCCN2CCN(CC2)c2ccccc2C)on1,Ki,413,6.384049948
Dopamine RECEPTOR D4,8IRU,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,Ki,410,6.387216143
Dopamine RECEPTOR D4,8IRU,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN3CCN(C)CC3)c2c1,Ki,410,6.387216143
Dopamine RECEPTOR D4,8IRU,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,Ki,410,6.387216143
Dopamine RECEPTOR D4,8IRU,C([C@H]1COC(=N1)c1ccccc1)N1CCN(CC1)c1ccccc1,Ki,410,6.387216143
Dopamine RECEPTOR D4,8IRU,Clc1ccc(cc1)-c1cc([nH]n1)C1CCCN(Cc2ccccc2)C1,Ki,410,6.387216143
Dopamine RECEPTOR D4,8IRU,CCN(CCNc1ccccc1)Cc1ccc2ccc(=O)oc2c1,Ki,410,6.387216143
Dopamine RECEPTOR D4,8IRU,C(Cc1ccccc1)C1CN(Cc2ccccc2)CCO1,Ki,410,6.387216143
Dopamine RECEPTOR D4,8IRU,C([C@H]1COC(=N1)c1ccccc1)N1CCN(CC1)c1ccccc1,Ki,410,6.387216143
Dopamine RECEPTOR D4,8IRU,COc1cc2CCN(CCCCNC(=O)c3ccnc4ccccc34)Cc2cc1O,Ki,410,6.387216143
Dopamine RECEPTOR D4,8IRU,FC(F)(F)c1cccc(n1)C1CCN(CCNC(=O)C2CCOC2)CC1,Ki,408,6.389339837
Dopamine RECEPTOR D4,8IRU,NCCc1ccc(O)c(O)c1,Ki,407,6.390405591
Dopamine RECEPTOR D4,8IRU,Cc1cc(F)ccc1NC(=O)CN1CCC(CC1)c1cccc[n+]1[O-],Ki,405,6.392544977
Dopamine RECEPTOR D4,8IRU,OC1(CCN(Cc2coc3ccccc23)CC1)c1ccc(Cl)cc1,Ki,404,6.393618635
Dopamine RECEPTOR D4,8IRU,C[C@H]1c2ccccc2C=C(C2=CCN(C)CC2)c2ccccc12,Ki,400,6.397940009
Dopamine RECEPTOR D4,8IRU,COc1ccc(cc1OCC1CN(Cc2ccc(Cl)cc2)CCCO1)[N+]([O-])=O,Ki,400,6.397940009
Dopamine RECEPTOR D4,8IRU,COc1ccc(Br)cc1-c1nc(CNC2CCN(Cc3ccccc3)CC2)cs1,Ki,400,6.397940009
Dopamine RECEPTOR D4,8IRU,CCc1cc(Cl)c(OC)c(c1)N1CCN(C)CC1,Ki,400,6.397940009
Dopamine RECEPTOR D4,8IRU,Cn1c(CN2CCN(CC2)c2ccc(cc2)C(F)(F)F)nc2ccccc12,Ki,398,6.400116928
Dopamine RECEPTOR D4,8IRU,Oc1ccc2CCC(CN3CCc4ccccc4C3)Oc2c1,Ki,396,6.402304814
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCc2cn(nn2)-c2ccc(cc2)-c2ccsc2)CC1,Ki,395,6.403402904
Dopamine RECEPTOR D4,8IRU,NC1CCc2cc(O)c(O)cc2C1,Ki,393,6.40560745
