protein,PDB ID,SMILES,Affinity Type,Affinity,pAffinity
Dopamine RECEPTOR D4,8IRU,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@@H]12,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@@H]12,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,C(Cc1c[nH]c2ncccc12)N1CCC(=CC1)c1ccccc1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,Clc1cccc(c1)C(=O)NCN1CCN(CC1)c1ccccc1C#N,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,COc1ccc2c3CCN(Cc4ccccc4Cl)Cc3c(=O)oc2c1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,O=C(NC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,COc1cc(C)ccc1CN1CCN(CC1)C1CCc2cccc3CC(C)(C)N(c23)C1=O,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(F)cc2)CC1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,COC1(CCN(Cc2c[nH]c3ccccc23)CC1)c1ccc(Cl)cc1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,Brc1ccc(CN2CCC(CC2)NC(=O)c2ccc3ccccc3c2)cc1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(cc2)-c2ccc(F)nc2)CC1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,OC(COc1ccccc1)CN1CCC(Cc2ccccc2)CC1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3ncc(C=O)c3c2)CC1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,COc1ccc(-c2cc(CCCCN3CCN(CC3)c3ccccc3OC)on2)c(OC)c1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,CCOc1ccccc1N1CCN(CCCCc2cc(no2)-c2ccccc2)CC1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,Clc1cccc(c1)C(=O)NCN1CCN(CC1)c1ccccc1C#N,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,Oc1ccc(cc1)N1CCN(Cc2cnn(c2)-c2ccc(Cl)cc2)CC1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,COc1ccc2c3CCN(Cc4ccccc4Cl)Cc3c(=O)oc2c1,Ki,34,7.468521083
Dopamine RECEPTOR D4,8IRU,Clc1ccc(SCCNCCCOc2ccccc2)cc1,Ki,33,7.48148606
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(OC(=O)CCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,33,7.48148606
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(OC(=O)CCN1CCN(CCC(=O)OC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1,Ki,33,7.48148606
Dopamine RECEPTOR D4,8IRU,COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cc3CCc4ccc(CCc2cc3)cc4)CC1,Ki,33,7.48148606
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCc2cc(no2)-c2ccc(F)cc2)CC1,Ki,33,7.48148606
Dopamine RECEPTOR D4,8IRU,C(N1CCN(CC1)c1ccccc1)c1nc2ccccc2[nH]1,Ki,33,7.48148606
Dopamine RECEPTOR D4,8IRU,Fc1ccccc1CN1CC[C@@H](C1)NC(=O)c1ccc(cc1)-c1cccs1,Ki,33,7.48148606
Dopamine RECEPTOR D4,8IRU,COc1ccc(cc1)N(Cc1cccc(OC)c1)NC(=O)NCCCN1CCN(CC1)c1ccccc1OC,Ki,33,7.48148606
Dopamine RECEPTOR D4,8IRU,Cc1cccc(NC(=O)CCN2CCN(CC2)c2ncccn2)c1,Ki,33,7.48148606
Dopamine RECEPTOR D4,8IRU,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,Clc1ccccc1N1CCN(CNC(=O)c2ccccc2)CC1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,Cc1cccc(c1)C(=O)NCN1CCC(CC1)c1ccccn1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,C(N1CCC(CC1)n1cc(nn1)-c1ccccc1)c1ccccc1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,Cc1cccc(c1)N1CCN(Cc2ccc3ccc(=O)oc3c2)CC1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,CCCc1ccccc1OCC1CN(Cc2ccc(Cl)cc2)CCO1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,COc1ccccc1OCC1CN(Cc2ccc(Cl)cc2)CCO1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,COc1ccccc1OCC1CN(Cc2ccc(Cl)c(Cl)c2)CCO1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,CCCN(CCC)[C@H]1CCn2c(C1)ccc2C=O,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,CO\N=C(\CCN1CCN(CC1)c1ccccn1)c1cccc(C)c1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2ccccc12,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,OC(COc1cccc2ccccc12)CN1CCC(CC1)Sc1ccccc1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,OC(COc1cccc2ccccc12)CN1CCC(Cc2ccc(F)cc2)CC1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,CCCCC(C)(C)C(=O)NCCN1CCN(CC1)c1ccc(Cl)cc1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,CC(C)(C)C(=O)NCCCCN1CCN(CC1)c1ccc(Br)cc1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,FCCOc1ccccc1N1CCN(CCCCOc2ccc3ccc(=O)[nH]c3c2)CC1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C#N)c4c3)CC2)c1Cl,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,CCCN(C)C1CCc2ccc(O)cc2C1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,CCCN(CCC)[C@H]1CCn2c(C1)ccc2C=O,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,Clc1ccccc1N1CCN(CNC(=O)c2ccccc2)CC1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,COc1cc2ccccc2cc1COCC1CCN(Cc2ccccc2)CC1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,COc1cc2ccccc2cc1C(=O)CCC1CCN(Cc2ccccc2)CC1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,Cc1cccc(NC(=O)CCN2CCN(CC2)c2ccccn2)c1,Ki,32,7.494850022
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=c2cc(C)sc2=Nc2ccccc2N1,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,O=c1ccc2ccc(CNCCCNc3ccccc3)cc2o1,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,CCC1(CC)Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(I)s2)CC1,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,COc1ccc(CN2CCC(CC2)NC(=O)c2ccc3ccccc3c2)cc1,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,O\N=C/c1cnn2ccc(NC(=O)CCCN3CCN(CC3)c3cccc(Cl)c3Cl)cc12,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,Oc1ccc(N2CCN(CCCCOc3ccn4nccc4c3)CC2)c2ccc(=O)[nH]c12,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CNC(=O)c2ccccc2)CC1,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,Clc1ccc2C(=O)C(CCCN3CCN(CC3)c3ccccn3)Cc2c1,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,Clc1ccc2C(=O)C(CCCN3CCN(CC3)c3ccccn3)Cc2c1,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,Clc1ccc2NCCC(=Nc2c1)N1CCN(CC1)c1ccccc1,Ki,31,7.508638306
Dopamine RECEPTOR D4,8IRU,Cc1nc2C(O)CCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=c2cc(C)sc2=Nc2ccccc2N1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2ccccc2Cc2ccccc12,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2ccccc2Cc2ccccc12,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,Cc1nc2sccn2c(=O)c1CCN1CCC(CC1)=C(c1ccc(F)cc1)c1ccc(F)cc1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,Cc1ccc(SCCNCCCOc2ccccc2)cc1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,C(Cc1cc2cccnc2[nH]1)N1CCC(\C=C\c2ccccc2)=CC1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,O=c1ccc2cc(CN3CCN(CC3)c3ccccc3)ccc2o1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,COc1ccc(F)cc1OCC1CN(Cc2ccc(Cl)cc2)CCO1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3o2)CC1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCOc2ccc3ccc(=O)[nH]c3c2)CC1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C=O)c4c3)CC2)c1Cl,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3o2)CC1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCNC(=O)c2cc3ccccn3n2)CC1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,Cl.CCN(CCCSc1nnc(-c2ccccc2)n1C)CC1CC1c1cc(F)ccc1OC,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,OC(=O)C(O)=O.Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1cccnc1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,OC(=O)C(O)=O.Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1cccnc1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,OC(=O)C(O)=O.C(CN1CCN(CC1)c1ccccc1)Cc1nc2ccccc2[nH]1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCNC(=O)Nc2ccccc2-c2ccc(cc2)C(C)(C)C)CC1,Ki,30,7.522878745
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=c2ccccc2=Nc2ccc(Cl)cc2N1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(Cl)cc12,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,CC1Cc2ccccc2N1C(=O)CC1CCN(Cc2ccccc2Cl)CC1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,COc1ccc(OC)c(CN2CCN(CC(=O)N3[C@H](C)Cc4ccccc34)CC2)c1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,COc1ccc(Cl)cc1CN1CCN(CC1)C1CCc2cccc3CC(C)(C)N(c23)C1=O,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,COc1ccccc1CCC1CN(Cc2ccc(Cl)cc2)CCO1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,CN(CCN(C)CCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1)CCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,CC(N1CCC(CC1)NC(=O)c1ccc2ccccc2c1)c1ccccc1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,Clc1ccc(CN2CCO[C@H](COc3cccc(Cl)n3)C2)cc1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)-c1cccc2c(CN3CCN(CC3)c3ccc(Cl)cc3)cnn12,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,CN1CCC(=CC1)C1=Cc2ccccc2Oc2ccccc12,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,Clc1ccc(cc1)N1CCN(Cc2c[nH]c3ccc(cc23)C#N)CC1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,O=C1CCc2ccccc2N1CCCN1CCN(CCc2ccccc2)CC1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,CCCN[C@H]1CCc2nc(N)sc2C1,Ki,29,7.537602002
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=c2cc(C)sc2=Nc2ccccc2N1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=c2cc(C)sc2=Nc2ccccc2N1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2ccccc12,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)-n1cc(C2CCN(CCN3CCNC3=O)CC2)c2cc(Cl)ccc12,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,Clc1ccc(cc1)N1CCN(CCC2NC(=O)c3ccccc23)CC1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,Oc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,CO\N=C(/CCN1CCN(CC1)c1ccccn1)c1ccc(C)c(C)c1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(cc2)-c2cccc(F)n2)CC1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,COc1cc(CN2CCO[C@H](COc3cccc(c3)C#N)C2)ccc1Cl,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(SCCNCCCc1ccccc1)c1ccc(F)cc1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,CCOc1ccccc1N1CCN(CCCCc2cc(no2)-c2ccc(OC)c(OC)c2)CC1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,CCN1CCC(=CC1)C1=Cc2ccccc2Cc2ccccc12,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,Brc1ccc(cc1)N1CCN(CCNC(=O)NN(Cc2ccccc2)c2ccccc2)CC1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,Cc1cccc(NC(=O)CN2CCN(CC2)c2cccc3ccccc23)c1,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,Cn1ncc2cc(CN3CCO[C@H](COc4ccc(F)c(F)c4)C3)ccc12,Ki,28,7.552841969
Dopamine RECEPTOR D4,8IRU,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=c2cc(C)sc2=Nc2ccccc2N1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,Cc1ccc(cc1)C1(O)CCN(CCCC(=O)c2ccc(F)cc2)CC1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,FC(F)(F)c1cccc(n1)C1=CCN(CCNC(=O)C2CCCOC2)CC1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,O=C(NCN1CCN(CC1)c1ccccc1C#N)c1ccccc1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,Cc1cccc(c1)C(=O)NCN1CCN(CC1)c1ccccc1Cl,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,Cc1ccc(OCCNCCCOc2ccc(Br)cc2)cc1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,Nc1cc(OCCNCc2ccccc2)ccc1Cl,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,C(N1CCC(CC1)n1nnc(n1)-c1ccccc1)c1ccccc1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,O=c1ccc2ccc(CN3CCN(CC3)c3ccccc3)cc2o1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,C[C@@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccccc2F)CC1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,COc1c(cc(Br)c2ccccc12)C(=O)N[C@H]1CN(Cc2ccccc2)C[C@H]1C,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,COc1c(cc(Br)c2ccccc12)C(=O)N[C@H]1CN(Cc2ccccc2)C[C@H]1C,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,Clc1ccc(CN2CCO[C@H](COc3ccccc3)C2)cc1Cl,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,COc1cc(C)ccc1N1CCN(CCCCOc2ccc3CCC(=O)Nc3c2)CC1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,O=C(NCN1CCN(CC1)c1ccccc1C#N)c1ccccc1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,Cc1ccc(OCCNCCCOc2ccc(Br)cc2)cc1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,Cc1cccc(c1)C(=O)NCN1CCN(CC1)c1ccccc1Cl,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,CCCN1CCO[C@H]2[C@H]1COc1ccc(O)cc21,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,Clc1ccc2nc(CCCN3CCN(CC3)c3ccccn3)sc2c1,Ki,27,7.568636236
Dopamine RECEPTOR D4,8IRU,Cc1cccc(n1)C1CCN(CCNC(=O)C2CCC(F)(F)CC2)CC1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,COc1ccc(cc1)N1CCN(CCc2c[nH]c3ncccc23)CC1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,Cc1sc(C)c-2c1CCc1cnn(C)c-21,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,Cc1ccccc1CN1CCC(CC1)NC(=O)c1ccc2ccccc2c1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,OC(COc1cccc2ccccc12)CN1CCC(Cc2ccccc2)CC1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,Clc1ccc2nc([nH]c2c1)C1=CCN(Cc2ccccc2)CC1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,COc1ccc(CN2CCO[C@H](COc3cccc(F)c3)C2)cc1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,Cc1nn2c(cccc2c1CN1CCN(CC1)c1ccc(Cl)cc1)N1CCN(Cc2ccccc2)CC1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,CCN1CCC(=CC1)C1=Cc2ccccc2Oc2ccccc12,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,COc1cccc(c1)N1CCN(Cc2nc3ccccc3[nH]2)CC1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,Clc1ccc(cc1)N1CCN(Cc2ccc[nH]2)CC1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,Cc1cccc(NC(=O)CN2CCC(CC2)c2ccccc2)c1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,Clc1cccc(N2CCN(CCCCNCCC(C#N)(c3ccccc3)c3ccccc3)CC2)c1Cl,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,Cc1cccnc1C1CCN(CCCc2nc3ccccc3s2)CC1,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,COc1cccc2c3CCN(CCCCOc4ccc5ccc(=O)[nH]c5c4)Cc3oc12,Ki,26,7.585026652
Dopamine RECEPTOR D4,8IRU,COc1cc(ccc1OCCCN1CCC(CC1)c1noc2cc(F)ccc12)C(C)=O,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,CNc1cc(OC)c(cc1Cl)C(=O)N[C@H]1CCCN(Cc2ccccc2)C1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,C(N1CCC(CC1)c1ccccc1)c1c[nH]c2ccccc12,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,O=C1NC(CCN2CCN(CC2)c2ccccc2)c2ccccc12,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,COc1cccc(c1)C(=O)NCCCCN1CCN(CC1)c1ccc(Cl)cc1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,COc1ccccc1CN1CCN(CC(=O)N2C(C)Cc3ccccc23)CC1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,CNc1cc(OC)c(cc1Cl)C(=O)N[C@H]1CCCN(Cc2ccccc2)C1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,O=NC(CCN1CCN(CC1)c1ccccn1)c1ccccc1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,CC(C)(C)C(=O)NCCN1CCN(CC1)c1ccc(Cl)cc1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,C(N1CCC(CC1)c1ccccc1)c1c[nH]c2ccccc12,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,COc1cccc(c1)C(=O)NCCCCN1CCN(CC1)c1ccc(Cl)cc1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,OC1(CCN(CCCN(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccc(Cl)c(c1)C(F)(F)F,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,COc1cc2ccccc2cc1OCCC1CCN(Cc2ccccc2)CC1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,Clc1ccc(cc1)C(=O)OCC1CCN(Cc2ccccc2)CC1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,COc1ccc(nc1)C1CCN(CCCc2nc3ccccc3s2)CC1,Ki,25,7.602059991
Dopamine RECEPTOR D4,8IRU,OCC(CN1C(=O)[C@H]2CCCC[C@H]2C1=O)N1CCC(CC1)c1noc2cc(F)ccc12,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,Cc1cccc(n1)C1=CCN(CCNC(=O)[C@H]2C[C@@H]3CC[C@H]2O3)CC1,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,Oc1ccc2[nH]cc(CCCCN3CCC(=CC3)c3ccccc3)c2c1,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,CCOc1cc(I)ccc1OCC1CN(Cc2ccc(Cl)cc2)CCO1,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,O=C(N[C@@H]1CCN(Cc2ccccc2)C1)c1ccc(cc1)-c1cccs1,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,Nc1cccc(c1)-c1ccc(cc1)C(=O)NC1CCN(Cc2ccccc2)C1,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(OC(=O)CCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,CN1CCN(CC1)C1=Nc2cccnc2Nc2ccc(Cl)cc12,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,O=C(NCN1CCN(CC1)c1ccccc1C#N)c1ccccc1,Ki,24,7.619788758
Dopamine RECEPTOR D4,8IRU,CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,Ki,23,7.638272164
Dopamine RECEPTOR D4,8IRU,OCC(CN1Cc2cc(Cl)c(Cl)cc2C1)N1CCC(CC1)c1noc2cc(F)ccc12,Ki,23,7.638272164
